age,gender,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,Churn 
10,M,City,Gold Membership,2017-07-30,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18,234.63,2868.02,783024564241457.0,No,Yes,No,Not Applicable,Poor Customer Service,1
44,M,Town,No Membership,2017-03-31,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,-999,283.74,27349.69,619.64,No,Yes,Yes,Unsolved,Poor Website,1
43,M,City,Silver Membership,2017-01-28,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3,30.46,44604.08,728.73,No,Yes,No,Not Applicable,Too many ads,1
61,M,Town,Gold Membership,2016-05-23,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,15,264.99,26897.8,691.52,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
44,M,Village,Basic Membership,2016-11-13,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,284.34,46078.46,620.55,Yes,No,Yes,Solved,Poor Product Quality,1
50,M,Town,Platinum Membership,2016-11-19,?,CID56030,Gift Vouchers/Coupons,Desktop,Wi-Fi,18,30.78,15909.71,9972818511070890.0,Yes,No,Yes,No Information Available,Products always in Stock,0
16,F,City,No Membership,2017-09-04,Yes,CID4865,Credit/Debit Card Offers,Both,Mobile_Data,16,561.71,5146.77,586.44,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
16,F,Village,Premium Membership,2015-05-25,Yes,CID8727,Credit/Debit Card Offers,Desktop,Fiber_Optic,14,160.38,25540.66,722.68,No,Yes,No,Not Applicable,Poor Website,1
16,F,Town,Premium Membership,2017-09-17,Yes,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,21,105.66,24316.59,787.21,No,Yes,No,Not Applicable,Too many ads,1
56,M,City,Basic Membership,2017-04-06,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,23,122.25,3075.46,651.35,No,Yes,No,Not Applicable,No reason specified,1
10,M,Town,Silver Membership,2017-04-12,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,10,108.36,26432.56,765.3,No,Yes,No,Not Applicable,Too many ads,1
59,M,Village,Silver Membership,2017-09-30,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,7,361.55,19294.86,706.64,Yes,No,Yes,Solved,Poor Product Quality,1
11,F,Town,Platinum Membership,2015-07-23,?,CID60293,Without Offers,Desktop,Mobile_Data,16,-8048741274009060.0,13832.61,746.19,No,Yes,Yes,No Information Available,Products always in Stock,0
18,F,City,Premium Membership,2015-07-08,Yes,CID5529,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15,116.04,48303.1,700.45,Yes,No,Yes,Solved,Poor Customer Service,1
51,M,Town,Basic Membership,2015-09-09,?,CID63900,Without Offers,Desktop,Mobile_Data,17,-1.16559029244802e+16,40795.73,682.47,No,Yes,Yes,Solved in Follow-up,Too many ads,0
45,F,Village,No Membership,2017-04-29,Yes,CID1792,Credit/Debit Card Offers,Desktop,Fiber_Optic,17,34.5,43105.52,627.13,No,Yes,No,Not Applicable,Poor Product Quality,1
20,F,Town,Premium Membership,2017-08-05,Yes,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,4,30.62,10024.45,711.72,Yes,No,No,Not Applicable,Reasonable Price,0
58,F,Town,Silver Membership,2016-02-09,?,CID36327,Without Offers,?,Wi-Fi,10,240.07,12872.58,673.59,Yes,No,No,Not Applicable,Poor Customer Service,1
60,M,Town,Gold Membership,2015-06-10,Yes,CID26493,Without Offers,Both,Fiber_Optic,-999,586.66,23941.53,731.05,No,Yes,Yes,No Information Available,Poor Product Quality,1
50,M,Town,Silver Membership,2015-01-29,Yes,CID26841,Without Offers,Smartphone,Fiber_Optic,18,71.72,8748.9,621.9,Yes,No,No,Not Applicable,Poor Customer Service,1
41,M,City,Basic Membership,2016-09-05,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,17,9191527364724240.0,34852.68,570.71,Yes,No,Yes,No Information Available,Poor Website,1
64,M,Village,Gold Membership,2017-05-13,Yes,CID29922,Without Offers,Smartphone,Fiber_Optic,8,59.35,7203.77,624.97,Yes,No,No,Not Applicable,Poor Customer Service,1
15,F,Village,Basic Membership,2017-02-14,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,14,293.82,23284.75,630.6,No,Yes,No,Not Applicable,Too many ads,1
61,F,Town,Basic Membership,2017-10-04,Yes,CID51558,Gift Vouchers/Coupons,Smartphone,Mobile_Data,8,34.71,25824.08,2929271774528270.0,Yes,No,No,Not Applicable,Poor Website,1
15,F,Town,Basic Membership,2016-07-18,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,13,34.42,3010.24,694.95,Yes,No,Yes,Unsolved,No reason specified,0
61,F,Village,Basic Membership,2016-01-10,Yes,CID19972,Gift Vouchers/Coupons,Smartphone,Mobile_Data,5,33.39,15450.92,698.11,Yes,No,No,Not Applicable,Poor Website,1
42,F,City,Gold Membership,2015-10-26,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,5,204.16,47436.62,744.38,Yes,No,No,Not Applicable,User Friendly Website,0
19,M,Village,No Membership,2016-05-23,Yes,CID15873,Credit/Debit Card Offers,Desktop,Wi-Fi,13,820.08,23348.3,656.77,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1
20,M,City,Platinum Membership,2017-10-24,Yes,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,12,217.8,10057.85,716.08,Yes,Yes,No,Not Applicable,Poor Product Quality,1
26,M,City,No Membership,2016-05-27,?,CID41189,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12,220.05,8287.16,681.53,No,Yes,Yes,Unsolved,Too many ads,1
40,M,Village,Silver Membership,2016-06-13,?,CID47121,Gift Vouchers/Coupons,?,Mobile_Data,14,30.27,14403.01,719.39,No,Yes,Yes,Solved,Too many ads,1
37,F,Town,Platinum Membership,2016-07-06,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,15,32.58,24010.18,714.83,No,Yes,Yes,Solved in Follow-up,Poor Website,1
11,M,Town,Basic Membership,2015-04-03,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,-999,166.17,32373.37,652.58,No,Yes,Yes,No Information Available,Poor Customer Service,1
21,F,City,No Membership,2017-09-17,?,CID34050,Credit/Debit Card Offers,Desktop,Wi-Fi,12,426.32,44370.54,717.22,Yes,No,Yes,Solved,Too many ads,1
34,M,City,Basic Membership,2016-09-07,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,-999,48.36,41816.94,509.29,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
53,M,Village,Silver Membership,2016-12-03,Yes,CID18400,Credit/Debit Card Offers,Desktop,Wi-Fi,9,133.27,34348.21,9375141732637170.0,Yes,No,Yes,Solved in Follow-up,Poor Website,1
28,M,City,Gold Membership,2017-12-09,Yes,CID22507,Without Offers,Both,Wi-Fi,8,523.64,11887.05,1122888571716310.0,Yes,No,Yes,Unsolved,Poor Customer Service,1
39,F,Village,No Membership,2017-11-15,Yes,CID56729,Without Offers,?,Wi-Fi,6,-1.06231133107735e+16,16185.28,659.76,Yes,No,Yes,Solved in Follow-up,Poor Website,1
49,F,City,Premium Membership,2017-12-05,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,-6676005748332020.0,45486.43,712.48,Yes,No,Yes,Solved in Follow-up,Products always in Stock,0
43,F,City,Gold Membership,2016-11-29,Yes,CID37101,Gift Vouchers/Coupons,Smartphone,Mobile_Data,20,54.44,25306.82,788.93,Yes,No,Yes,Unsolved,Poor Website,1
37,M,Town,Basic Membership,2016-08-03,Yes,CID33234,Gift Vouchers/Coupons,?,Fiber_Optic,9,82.29,25067.57,696.62,Yes,No,Yes,No Information Available,Poor Product Quality,1
60,M,City,Gold Membership,2016-07-14,?,CID5020,Without Offers,Desktop,Mobile_Data,4,441.5,51226.19,835.19,Yes,Yes,No,Not Applicable,User Friendly Website,0
29,F,City,No Membership,2016-08-30,No,xxxxxxxx,Without Offers,?,Wi-Fi,18,66.68,29861.76,516.3,No,Yes,Yes,No Information Available,Poor Product Quality,1
39,F,Village,Silver Membership,2016-05-16,Yes,CID29304,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,9,174.07,44565.02,717.8,Yes,No,Yes,Unsolved,Poor Product Quality,1
14,F,Town,No Membership,2017-01-22,Yes,CID23351,Without Offers,Smartphone,Fiber_Optic,3,663.28,12267.34,671.99,No,Yes,Yes,Solved in Follow-up,No reason specified,1
35,F,Town,Basic Membership,2015-05-30,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,3,140.71,6706.92,621.23,No,Yes,Yes,Solved,Too many ads,1
34,F,City,Silver Membership,2017-05-14,Yes,CID10050,Credit/Debit Card Offers,Smartphone,Wi-Fi,13,75.36,44191.01,782.05,Yes,No,No,Not Applicable,Poor Website,1
57,M,City,No Membership,2017-08-31,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,16,-8423803110746790.0,39344.87,2.05844030774893e+16,Yes,No,Yes,Unsolved,No reason specified,1
35,M,Town,Silver Membership,2015-09-29,Yes,CID12687,Credit/Debit Card Offers,Desktop,Wi-Fi,4,43.44,2964.29,653.32,Yes,No,Yes,Solved in Follow-up,Too many ads,1
30,F,Town,Gold Membership,2017-04-06,Yes,CID27396,Gift Vouchers/Coupons,Both,Mobile_Data,9,1.98934833393162e+16,18998.02,779.87,Yes,No,No,Not Applicable,Poor Product Quality,1
27,F,City,Basic Membership,2017-02-04,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,3,106.2,8782.81,-8468228229810390.0,No,Yes,No,Not Applicable,No reason specified,1
62,M,Village,Gold Membership,2015-06-15,Yes,CID46908,Credit/Debit Card Offers,Desktop,Mobile_Data,11,712.14,16177.06,834.88,Yes,Yes,No,Not Applicable,Quality Customer Care,0
28,M,Village,Basic Membership,2016-12-01,?,CID27698,Credit/Debit Card Offers,Desktop,Fiber_Optic,19,301.96,26285.72,566.35,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
15,M,Town,Gold Membership,2015-04-30,Yes,CID46625,Credit/Debit Card Offers,Desktop,Wi-Fi,12,134.86,10628.42,736.71,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
57,M,City,Gold Membership,2016-09-07,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,18,58.32,13468.49,762.2,Yes,No,No,Not Applicable,Products always in Stock,0
34,M,City,Platinum Membership,2017-12-06,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,14,62.13,46350.01,2202642736073560.0,Yes,No,Yes,Unsolved,No reason specified,1
54,F,Village,Silver Membership,2016-12-16,Yes,CID37484,Gift Vouchers/Coupons,Desktop,Mobile_Data,12,1.04262206054765e+16,16891.49,757.13,Yes,No,Yes,Unsolved,Poor Website,1
21,F,Town,No Membership,2015-03-07,Yes,CID55664,Without Offers,Smartphone,Mobile_Data,20,102.51,32675.96,646.19,Yes,No,No,Not Applicable,Too many ads,1
32,M,City,Basic Membership,2017-07-19,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,7,39.55,12668.4,617.12,Yes,No,No,Not Applicable,Poor Website,1
55,F,City,Silver Membership,2017-07-01,Yes,CID7435,Gift Vouchers/Coupons,?,Wi-Fi,20,117.01,36198.53,3936256973886270.0,No,Yes,Yes,Solved,Poor Website,1
44,M,Village,Premium Membership,2016-02-07,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15,227.34,13369.29,780.12,Yes,No,No,Not Applicable,Poor Product Quality,0
42,F,City,Basic Membership,2015-03-01,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,14,-9081538424845570.0,31592.61,557.86,Yes,No,No,Not Applicable,No reason specified,1
36,F,City,Basic Membership,2017-07-14,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,19,34.42,25186.0,2.40582537790122e+16,No,Yes,No,Not Applicable,Poor Website,0
51,M,City,Gold Membership,2017-11-17,?,CID10593,Without Offers,Smartphone,Wi-Fi,10,66.36,45445.47,791.8,No,Yes,No,Not Applicable,Too many ads,1
24,F,Town,Basic Membership,2015-05-22,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,16,403.91,16778.16,646.73,No,Yes,No,Not Applicable,Poor Product Quality,1
55,M,Village,Basic Membership,2017-03-31,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14,258.48,42863.62,1.27667768342231e+16,Yes,Yes,No,Not Applicable,No reason specified,1
30,M,Town,Gold Membership,2015-01-14,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,23,322.55,24483.85,708.4,Yes,No,No,Not Applicable,Poor Product Quality,1
16,F,City,No Membership,2017-02-16,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,11,400.33,42927.58,678.0,Yes,Yes,No,Not Applicable,No reason specified,1
13,F,Town,Gold Membership,2015-03-28,?,CID49297,Gift Vouchers/Coupons,Desktop,Fiber_Optic,5,-8198168715210040.0,9939.97,637.54,Yes,No,No,Not Applicable,Poor Customer Service,1
38,F,Town,Premium Membership,2015-01-31,Yes,CID31895,Credit/Debit Card Offers,Desktop,Mobile_Data,18,208.97,6948.6,723.07,No,Yes,Yes,No Information Available,Poor Product Quality,1
20,F,Town,Basic Membership,2016-02-28,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18,122.95,23310.71,551.14,Yes,No,Yes,Solved,Too many ads,1
52,M,Village,Gold Membership,2017-09-19,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,16,312.14,22269.58,661.75,No,Yes,No,Not Applicable,Poor Product Quality,1
38,F,Village,Gold Membership,2015-07-16,Yes,CID48092,Credit/Debit Card Offers,Desktop,Wi-Fi,19,31.98,13484.4,768.57,Yes,No,No,Not Applicable,Poor Customer Service,1
23,M,Town,Platinum Membership,2017-04-16,Yes,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,11,611.83,35608.59,738.05,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
47,F,City,No Membership,2017-06-01,Yes,CID9344,Without Offers,Smartphone,Mobile_Data,9,30.3,10893.2,8925969534083210.0,No,Yes,Yes,Solved,Too many ads,1
37,F,Town,Silver Membership,2015-12-20,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,19,382.36,31256.61,653.34,No,Yes,Yes,Unsolved,Poor Customer Service,1
57,M,City,No Membership,2017-08-29,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,6,90.06,31561.96,694.62,Yes,No,Yes,Solved in Follow-up,No reason specified,1
38,M,Village,No Membership,2016-07-27,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13,33.12,6664.82,633.27,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
17,M,Village,Platinum Membership,2015-08-29,Yes,CID7136,Credit/Debit Card Offers,Smartphone,Wi-Fi,14,635.57,32201.84,733.1,No,Yes,Yes,Solved,Poor Website,1
10,M,Town,Silver Membership,2015-08-19,?,CID49265,Without Offers,Desktop,Fiber_Optic,13,102.84,30001.24,1.14316978380309e+16,No,Yes,No,Not Applicable,Poor Customer Service,1
28,F,City,Basic Membership,2016-11-02,Yes,CID40604,Without Offers,Desktop,Mobile_Data,12,119.79,10536.37,667.49,Yes,No,Yes,Solved in Follow-up,No reason specified,1
22,M,Town,Basic Membership,2015-02-15,?,CID31897,Without Offers,?,Mobile_Data,17,51.0,20212.52,597.16,No,Yes,Yes,Solved,No reason specified,1
40,F,Town,No Membership,2015-03-25,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,19,30.33,45976.77,690.54,Yes,No,No,Not Applicable,No reason specified,1
27,F,Town,Premium Membership,2015-02-05,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,163.05,36653.87,770.38,Yes,No,No,Not Applicable,No reason specified,1
53,F,Town,Basic Membership,2016-09-07,Yes,CID5143,Credit/Debit Card Offers,Desktop,Mobile_Data,15,194.97,36466.08,548.63,Yes,No,Yes,Solved,Poor Product Quality,1
29,M,Village,Platinum Membership,2017-01-15,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,12,-7365334052857390.0,84153.96,703.42,Yes,No,Yes,No Information Available,Products always in Stock,0
33,M,City,No Membership,2017-05-27,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21,287.58,34273.48,687.62,Yes,No,No,Not Applicable,Poor Product Quality,1
24,M,Town,Gold Membership,2015-03-16,Yes,CID4131,Without Offers,Smartphone,Fiber_Optic,6,863.99,46750.94,705.79,Yes,Yes,Yes,Solved,Poor Product Quality,1
18,F,Village,No Membership,2017-05-23,No,xxxxxxxx,Without Offers,Both,Mobile_Data,19,225.2,22189.27,667.48,Yes,No,No,Not Applicable,No reason specified,1
42,F,Village,Basic Membership,2015-06-26,Yes,CID22684,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7,292.64,38836.66,689.76,No,Yes,No,Not Applicable,Too many ads,1
26,F,City,Silver Membership,2015-01-23,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,17,174804907269953.0,28404.4,665.65,Yes,No,Yes,No Information Available,Poor Customer Service,1
36,M,Town,Basic Membership,2015-01-29,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,20,1.4081996843765e+16,7161.34,631.61,Yes,Yes,Yes,Unsolved,No reason specified,1
22,M,Town,Basic Membership,2016-04-09,?,CID9670,Credit/Debit Card Offers,Desktop,Wi-Fi,14,123.0,27454.5,3.10865242855347e+16,No,Yes,Yes,Unsolved,Too many ads,1
18,F,City,No Membership,2016-10-26,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,11,59.84,19655.3,523.24,Yes,No,Yes,Solved,No reason specified,1
15,F,City,No Membership,2015-04-16,Yes,CID28721,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19,34.71,25577.57,686.39,No,Yes,No,Not Applicable,Too many ads,1
33,M,Village,Premium Membership,2017-02-15,Yes,CID1563,Gift Vouchers/Coupons,Desktop,Mobile_Data,6,-9723957662940360.0,58867.49,837.21,Yes,No,Yes,Unsolved,Quality Customer Care,0
14,M,City,Platinum Membership,2017-03-13,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,21,31.89,79823.34,792.85,Yes,No,No,Not Applicable,Reasonable Price,0
48,M,City,Premium Membership,2017-05-20,Yes,CID37227,Credit/Debit Card Offers,Smartphone,Mobile_Data,23,34.23,34580.68,783.47,Yes,No,Yes,Unsolved,Poor Website,1
24,F,Town,No Membership,2017-11-21,Yes,CID44339,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9,154.01,41815.34,1.15674838354609e+16,Yes,No,Yes,Unsolved,Too many ads,1
10,F,Village,Premium Membership,2015-01-17,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,2,60.34,19855.12,815.61,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0
25,M,Town,No Membership,2015-01-06,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,11,212.67,14528.46,505.12,No,Yes,No,Not Applicable,Too many ads,1
49,F,Town,Gold Membership,2017-11-30,Yes,CID62586,Credit/Debit Card Offers,Smartphone,Wi-Fi,13,283.83,22334.84,705.05,No,Yes,No,Not Applicable,Products always in Stock,0
64,F,Town,Platinum Membership,2016-01-04,?,CID37473,Gift Vouchers/Coupons,Both,Wi-Fi,20,267.29,90094.88,736.1,No,Yes,No,Not Applicable,Quality Customer Care,0
64,M,Town,Premium Membership,2017-09-19,Yes,CID56347,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9,68.73,29403.68,752.29,No,Yes,No,Not Applicable,Products always in Stock,0
21,F,Town,Gold Membership,2015-11-30,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21,390.17,3183.89,667.61,No,Yes,No,Not Applicable,Poor Customer Service,1
18,M,Town,No Membership,2017-04-09,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,17,384.01,3362.78,571.34,Yes,No,Yes,Solved,Poor Customer Service,1
35,F,Town,Silver Membership,2015-09-26,Yes,CID55826,Gift Vouchers/Coupons,Desktop,Wi-Fi,9,59.65,4844.83,633.95,Yes,No,Yes,No Information Available,Poor Website,1
30,M,Town,Gold Membership,2016-09-05,?,CID26532,Without Offers,Desktop,Mobile_Data,12,458.85,6431.04,653.0,No,Yes,No,Not Applicable,Poor Website,1
33,M,Village,Gold Membership,2017-05-31,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,14,313.09,96285.37,739.22,Yes,Yes,No,Not Applicable,User Friendly Website,0
12,Unknown,City,Platinum Membership,2016-10-02,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9,-7436623889159210.0,53502.22,798.42,Yes,Yes,Yes,No Information Available,Products always in Stock,0
50,M,Town,Silver Membership,2015-05-05,?,CID4224,Without Offers,Smartphone,Mobile_Data,6,388.4,7931.47,715.02,Yes,No,No,Not Applicable,Poor Website,1
57,M,Village,Silver Membership,2017-11-12,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,4,101.33,12159.36,612.56,No,Yes,No,Not Applicable,Too many ads,0
63,M,City,No Membership,2017-10-23,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,11,213.24,12017.2,529.82,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
16,F,Town,Premium Membership,2016-06-20,No,xxxxxxxx,Without Offers,?,Mobile_Data,14,403.63,25339.98,794.98,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
41,M,Town,No Membership,2017-10-20,Yes,CID21299,Without Offers,Smartphone,Wi-Fi,17,68.02,45146.85,672.14,No,Yes,No,Not Applicable,Poor Product Quality,1
28,M,Village,No Membership,2017-02-17,Yes,CID15357,Without Offers,Both,Fiber_Optic,9,278.14,18244.17,672.28,Yes,No,No,Not Applicable,Too many ads,1
53,M,City,Silver Membership,2016-03-13,Yes,CID450,Credit/Debit Card Offers,Smartphone,Fiber_Optic,5,31.08,4050.85,792.89,Yes,No,Yes,Unsolved,No reason specified,1
12,F,Town,No Membership,2017-02-25,No,xxxxxxxx,Without Offers,?,Mobile_Data,4,32.44,8586.89,517.13,No,Yes,Yes,Unsolved,Poor Product Quality,1
50,F,City,Gold Membership,2017-05-19,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,17,61.12,42927.66,1.13109211584331e+16,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
10,F,Town,Basic Membership,2015-11-03,?,CID62068,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7,1439308223996200.0,35653.1,1.45190795605619e+16,Yes,Yes,No,Not Applicable,No reason specified,1
47,F,Town,No Membership,2015-01-01,Yes,xxxxxxxx,Without Offers,?,Fiber_Optic,7,623.14,6577.58,573.23,Yes,No,No,Not Applicable,Poor Product Quality,1
23,M,City,Silver Membership,2016-03-22,?,CID43117,Credit/Debit Card Offers,Smartphone,Fiber_Optic,6,252.02,25402.45,1398613850683600.0,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
10,F,Town,Silver Membership,2017-10-18,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,-999,160.87,43412.77,771.05,Yes,No,No,Not Applicable,Poor Customer Service,1
29,M,City,Platinum Membership,2015-11-18,Yes,CID31311,Without Offers,Desktop,Wi-Fi,10,169.81,36384.15,782.0,Yes,No,No,Not Applicable,No reason specified,1
58,M,City,Basic Membership,2016-06-14,Yes,CID22043,Without Offers,Desktop,Fiber_Optic,16,36.68,8539.91,654.45,No,Yes,No,Not Applicable,Poor Customer Service,0
41,F,City,Silver Membership,2017-01-07,?,xxxxxxxx,Without Offers,Desktop,Wi-Fi,10,192.87,32815.74,1.6554860569008e+16,No,Yes,Yes,Solved,Poor Customer Service,1
57,M,Town,Premium Membership,2017-11-03,?,CID23713,Credit/Debit Card Offers,Smartphone,Mobile_Data,9,117.73,8553.41,785.31,Yes,No,Yes,Solved in Follow-up,Poor Website,1
